"Gemeindenamen","BFS-Nr.","Listen-Nr.","Liste","Wahlkreis-Nr.","Wahlkreis","Stimmen","Stimmenanteil","+/- (Stimmenanteil)","Stimmenzusatz","Wähler","Wähleranteil","+/- (Wähleranteil)","Stimmenanteil 2015","Wähleranteil 2015"
"Oberglatt","92","3","FDP","18","Wahlkreis XVIII, Dielsdorf","1001","12.5","-2.52","12","91","12.5","-2.52","15.02","15.02"
"Oberglatt","92","4","GLP","18","Wahlkreis XVIII, Dielsdorf","796","9.94","3.34","30","72","9.94","3.34","6.6","6.6"
"Oberglatt","92","5","Grüne","18","Wahlkreis XVIII, Dielsdorf","532","6.64","3.09","1","48","6.64","3.09","3.55","3.55"
"Oberglatt","92","6","CVP","18","Wahlkreis XVIII, Dielsdorf","161","2.01","-0.56","0","15","2.01","-0.56","2.57","2.57"
"Oberglatt","92","7","EVP","18","Wahlkreis XVIII, Dielsdorf","308","3.85","0.46","0","28","3.85","0.46","3.38","3.38"
"Oberglatt","92","8","AL","18","Wahlkreis XVIII, Dielsdorf","148","1.85","0.7","2","13","1.85","0.7","1.14","1.14"
"Oberglatt","92","9","BDP","18","Wahlkreis XVIII, Dielsdorf","104","1.3","-0.19","3","9","1.3","-0.19","1.49","1.49"
"Oberglatt","92","10","EDU","18","Wahlkreis XVIII, Dielsdorf","615","7.68","-0.58","2","56","7.68","-0.58","8.26","8.26"
"Oberrieden","137","1","SVP","9","Wahlkreis IX, Horgen","5078","23.84","-4.86","103","339","23.84","-4.86","28.7","28.7"
"Oberrieden","137","2","SP","9","Wahlkreis IX, Horgen","3004","14.1","-2.19","19","200","14.1","-2.19","16.29","16.29"
"Oberrieden","137","3","FDP","9","Wahlkreis IX, Horgen","4775","22.42","-3.49","89","318","22.42","-3.49","25.91","25.91"
"Oberrieden","137","4","GLP","9","Wahlkreis IX, Horgen","3315","15.56","7.32","46","221","15.56","7.32","8.25","8.25"
"Oberrieden","137","5","Grüne","9","Wahlkreis IX, Horgen","2241","10.52","4.08","31","149","10.52","4.08","6.44","6.44"
"Oberrieden","137","6","CVP","9","Wahlkreis IX, Horgen","1074","5.04","0.19","18","72","5.04","0.19","4.85","4.85"
"Oberrieden","137","7","EVP","9","Wahlkreis IX, Horgen","976","4.58","0.77","1","65","4.58","0.77","3.81","3.81"
"Oberrieden","137","8","AL","9","Wahlkreis IX, Horgen","342","1.61","0.4","10","23","1.61","0.4","1.2","1.2"
"Oberrieden","137","9","BDP","9","Wahlkreis IX, Horgen","311","1.46","-1.32","0","21","1.46","-1.32","2.78","2.78"
"Oberrieden","137","10","EDU","9","Wahlkreis IX, Horgen","184","0.86","-0.82","0","12","0.86","-0.82","1.69","1.69"
"Oberweningen","93","1","SVP","18","Wahlkreis XVIII, Dielsdorf","1675","37.51","-2.5","53","152","37.51","-2.5","40","40"
"Oberweningen","93","2","SP","18","Wahlkreis XVIII, Dielsdorf","594","13.3","1.02","1","54","13.3","1.02","12.28","12.28"
"Oberweningen","93","3","FDP","18","Wahlkreis XVIII, Dielsdorf","655","14.67","-2.26","6","60","14.67","-2.26","16.93","16.93"
"Oberweningen","93","4","GLP","18","Wahlkreis XVIII, Dielsdorf","495","11.08","5.34","3","45","11.08","5.34","5.75","5.75"
"Oberweningen","93","5","Grüne","18","Wahlkreis XVIII, Dielsdorf","448","10.03","4.2","0","41","10.03","4.2","5.83","5.83"
"Oberweningen","93","6","CVP","18","Wahlkreis XVIII, Dielsdorf","78","1.75","-1.4","3","7","1.75","-1.4","3.15","3.15"
"Oberweningen","93","7","EVP","18","Wahlkreis XVIII, Dielsdorf","68","1.52","0.01","0","6","1.52","0.01","1.51","1.51"
"Oberweningen","93","8","AL","18","Wahlkreis XVIII, Dielsdorf","49","1.1","0.48","0","4","1.1","0.48","0.62","0.62"
"Oberweningen","93","9","BDP","18","Wahlkreis XVIII, Dielsdorf","123","2.75","1.11","21","11","2.75","1.11","1.64","1.64"
"Oberweningen","93","10","EDU","18","Wahlkreis XVIII, Dielsdorf","281","6.29","-4.86","7","26","6.29","-4.86","11.16","11.16"
"Obfelden","10","1","SVP","8","Wahlkreis VIII, Affoltern","1675","28.52","-5.4","19","279","28.52","-5.4","33.91","33.91"
"Obfelden","10","2","SP","8","Wahlkreis VIII, Affoltern","1126","19.17","2.56","4","188","19.17","2.56","16.61","16.61"
"Obfelden","10","3","FDP","8","Wahlkreis VIII, Affoltern","696","11.85","-5.43","7","116","11.85","-5.43","17.28","17.28"
"Obfelden","10","4","GLP","8","Wahlkreis VIII, Affoltern","796","13.55","7.11","10","133","13.55","7.11","6.44","6.44"
"Obfelden","10","5","Grüne","8","Wahlkreis VIII, Affoltern","531","9.04","4.19","2","89","9.04","4.19","4.85","4.85"
"Obfelden","10","6","CVP","8","Wahlkreis VIII, Affoltern","311","5.29","-1.6","15","52","5.29","-1.6","6.89","6.89"
"Obfelden","10","7","EVP","8","Wahlkreis VIII, Affoltern","499","8.5","-0.52","4","83","8.5","-0.52","9.01","9.01"
"Obfelden","10","8","AL","8","Wahlkreis VIII, Affoltern","35","0.6","-0.38","0","6","0.6","-0.38","0.98","0.98"
"Obfelden","10","9","BDP","8","Wahlkreis VIII, Affoltern","65","1.11","1.11","12","11","1.11","1.11","",""
"Obfelden","10","10","EDU","8","Wahlkreis VIII, Affoltern","140","2.38","-1.31","0","23","2.38","-1.31","3.69","3.69"
"Oetwil am See","157","1","SVP","10","Wahlkreis X, Meilen","3211","38.23","-6.3","54","268","38.23","-6.3","44.53","44.53"
"Oetwil am See","157","2","SP","10","Wahlkreis X, Meilen","1412","16.81","-0.79","21","118","16.81","-0.79","17.6","17.6"
"Oetwil am See","157","3","FDP","10","Wahlkreis X, Meilen","970","11.55","0.77","6","81","11.55","0.77","10.78","10.78"
"Oetwil am See","157","4","GLP","10","Wahlkreis X, Meilen","934","11.12","6.58","8","78","11.12","6.58","4.54","4.54"
"Oetwil am See","157","5","Grüne","10","Wahlkreis X, Meilen","621","7.39","3.92","0","52","7.39","3.92","3.47","3.47"
"Oetwil am See","157","6","CVP","10","Wahlkreis X, Meilen","357","4.25","0.1","3","30","4.25","0.1","4.15","4.15"
"Oetwil am See","157","7","EVP","10","Wahlkreis X, Meilen","145","1.73","0.17","0","12","1.73","0.17","1.56","1.56"
"Oetwil am See","157","8","AL","10","Wahlkreis X, Meilen","52","0.62","-0.91","0","4","0.62","-0.91","1.52","1.52"
"Oetwil am See","157","9","BDP","10","Wahlkreis X, Meilen","149","1.77","-1.5","2","12","1.77","-1.5","3.28","3.28"
"Oetwil am See","157","10","EDU","10","Wahlkreis X, Meilen","549","6.54","-2.04","2","46","6.54","-2.04","8.58","8.58"
"Oetwil an der Limmat","246","1","SVP","7","Wahlkreis VII, Dietikon","2313","41.8","-2.53","30","210","41.8","-2.53","44.33","44.33"
"Oetwil an der Limmat","246","2","SP","7","Wahlkreis VII, Dietikon","467","8.44","-2.73","2","42","8.44","-2.73","11.17","11.17"
"Oetwil an der Limmat","246","3","FDP","7","Wahlkreis VII, Dietikon","1466","26.5","-3","99","133","26.5","-3","29.5","29.5"
"Oetwil an der Limmat","246","4","GLP","7","Wahlkreis VII, Dietikon","599","10.83","7.15","3","54","10.83","7.15","3.68","3.68"
"Oetwil an der Limmat","246","5","Grüne","7","Wahlkreis VII, Dietikon","204","3.69","1.71","0","19","3.69","1.71","1.97","1.97"
"Oetwil an der Limmat","246","6","CVP","7","Wahlkreis VII, Dietikon","324","5.86","1.11","1","29","5.86","1.11","4.74","4.74"
"Oetwil an der Limmat","246","7","EVP","7","Wahlkreis VII, Dietikon","87","1.57","0.27","0","8","1.57","0.27","1.3","1.3"
"Oetwil an der Limmat","246","8","AL","7","Wahlkreis VII, Dietikon","13","0.23","-0.54","0","1","0.23","-0.54","0.78","0.78"
"Oetwil an der Limmat","246","9","BDP","7","Wahlkreis VII, Dietikon","28","0.51","-0.94","0","3","0.51","-0.94","1.45","1.45"
"Oetwil an der Limmat","246","10","EDU","7","Wahlkreis VII, Dietikon","32","0.58","0.36","3","3","0.58","0.36","0.22","0.22"
"Opfikon","66","1","SVP","17","Wahlkreis XVII, Bülach","9868","29.97","-11.77","198","548","29.97","-11.77","41.74","41.74"
"Opfikon","66","2","SP","17","Wahlkreis XVII, Bülach","5658","17.19","1.41","107","314","17.19","1.41","15.78","15.78"
"Opfikon","66","3","FDP","17","Wahlkreis XVII, Bülach","5128","15.58","0.53","257","285","15.58","0.53","15.04","15.04"
"Opfikon","66","4","GLP","17","Wahlkreis XVII, Bülach","5023","15.26","7.06","91","279","15.26","7.06","8.19","8.19"
"Opfikon","66","5","Grüne","17","Wahlkreis XVII, Bülach","1783","5.42","2.19","13","99","5.42","2.19","3.22","3.22"
"Opfikon","66","6","CVP","17","Wahlkreis XVII, Bülach","2136","6.49","-0.55","24","119","6.49","-0.55","7.04","7.04"
"Opfikon","66","7","EVP","17","Wahlkreis XVII, Bülach","1601","4.86","1.13","2","89","4.86","1.13","3.74","3.74"
"Opfikon","66","8","AL","17","Wahlkreis XVII, Bülach","723","2.2","1.33","26","40","2.2","1.33","0.87","0.87"
"Opfikon","66","9","BDP","17","Wahlkreis XVII, Bülach","461","1.4","-0.68","0","26","1.4","-0.68","2.08","2.08"
"Opfikon","66","10","EDU","17","Wahlkreis XVII, Bülach","541","1.64","0.01","19","30","1.64","0.01","1.63","1.63"
"Ossingen","37","1","SVP","16","Wahlkreis XVI, Andelfingen","701","40.19","2.3","0","175","40.19","2.3","37.89","37.89"
"Ossingen","37","2","SP","16","Wahlkreis XVI, Andelfingen","218","12.5","2.29","9","55","12.5","2.29","10.21","10.21"
"Ossingen","37","3","FDP","16","Wahlkreis XVI, Andelfingen","291","16.69","-1.57","1","73","16.69","-1.57","18.26","18.26"
"Ossingen","37","4","GLP","16","Wahlkreis XVI, Andelfingen","171","9.81","4.9","3","43","9.81","4.9","4.91","4.91"
"Ossingen","37","5","Grüne","16","Wahlkreis XVI, Andelfingen","147","8.43","1.69","2","37","8.43","1.69","6.74","6.74"
"Ossingen","37","6","CVP","16","Wahlkreis XVI, Andelfingen","47","2.69","1.39","1","12","2.69","1.39","1.31","1.31"
"Ossingen","37","7","EVP","16","Wahlkreis XVI, Andelfingen","72","4.13","-1.11","0","18","4.13","-1.11","5.24","5.24"
"Ossingen","37","8","AL","16","Wahlkreis XVI, Andelfingen","5","0.29","-0.83","0","1","0.29","-0.83","1.11","1.11"
"Ossingen","37","9","BDP","16","Wahlkreis XVI, Andelfingen","70","4.01","-8.49","2","18","4.01","-8.49","12.5","12.5"
"Ossingen","37","10","EDU","16","Wahlkreis XVI, Andelfingen","22","1.26","-0.57","0","6","1.26","-0.57","1.83","1.83"
"Otelfingen","94","1","SVP","18","Wahlkreis XVIII, Dielsdorf","2534","37.76","-6.74","73","230","37.76","-6.74","44.5","44.5"
"Otelfingen","94","2","SP","18","Wahlkreis XVIII, Dielsdorf","934","13.92","0.07","12","85","13.92","0.07","13.84","13.84"
"Otelfingen","94","3","FDP","18","Wahlkreis XVIII, Dielsdorf","765","11.4","-3.68","27","70","11.4","-3.68","15.08","15.08"
"Otelfingen","94","4","GLP","18","Wahlkreis XVIII, Dielsdorf","1374","20.48","7","24","125","20.48","7","13.48","13.48"
"Otelfingen","94","5","Grüne","18","Wahlkreis XVIII, Dielsdorf","387","5.77","2.21","1","35","5.77","2.21","3.55","3.55"
"Otelfingen","94","6","CVP","18","Wahlkreis XVIII, Dielsdorf","158","2.35","0.54","1","14","2.35","0.54","1.82","1.82"
"Otelfingen","94","7","EVP","18","Wahlkreis XVIII, Dielsdorf","220","3.28","0.44","5","20","3.28","0.44","2.84","2.84"
"Otelfingen","94","8","AL","18","Wahlkreis XVIII, Dielsdorf","70","1.04","0.74","0","6","1.04","0.74","0.3","0.3"
"Otelfingen","94","9","BDP","18","Wahlkreis XVIII, Dielsdorf","106","1.58","-0.76","0","10","1.58","-0.76","2.34","2.34"
"Otelfingen","94","10","EDU","18","Wahlkreis XVIII, Dielsdorf","162","2.41","1.01","0","15","2.41","1.01","1.4","1.4"
"Ottenbach","11","1","SVP","8","Wahlkreis VIII, Affoltern","1161","28.33","-7.47","18","194","28.33","-7.47","35.8","35.8"
"Ottenbach","11","2","SP","8","Wahlkreis VIII, Affoltern","641","15.64","-2.7","3","107","15.64","-2.7","18.35","18.35"
"Ottenbach","11","3","FDP","8","Wahlkreis VIII, Affoltern","476","11.62","-5.08","7","79","11.62","-5.08","16.69","16.69"
"Ottenbach","11","4","GLP","8","Wahlkreis VIII, Affoltern","936","22.84","14.67","34","156","22.84","14.67","8.17","8.17"
"Ottenbach","11","5","Grüne","8","Wahlkreis VIII, Affoltern","345","8.42","1.6","3","58","8.42","1.6","6.81","6.81"
"Ottenbach","11","6","CVP","8","Wahlkreis VIII, Affoltern","69","1.68","-1.06","0","12","1.68","-1.06","2.74","2.74"
"Ottenbach","11","7","EVP","8","Wahlkreis VIII, Affoltern","295","7.2","-0.28","0","49","7.2","-0.28","7.48","7.48"
"Ottenbach","11","8","AL","8","Wahlkreis VIII, Affoltern","28","0.68","-0.33","0","5","0.68","-0.33","1.01","1.01"
"Ottenbach","11","9","BDP","8","Wahlkreis VIII, Affoltern","64","1.56","1.56","0","11","1.56","1.56","",""
"Ottenbach","11","10","EDU","8","Wahlkreis VIII, Affoltern","83","2.03","-0.32","1","14","2.03","-0.32","2.35","2.35"
"Pfungen","224","1","SVP","15","Wahlkreis XV, Winterthur-Land","1941","40.48","1.17","57","277","40.48","1.17","39.31","39.31"
"Pfungen","224","2","SP","15","Wahlkreis XV, Winterthur-Land","638","13.31","0.36","5","91","13.31","0.36","12.95","12.95"
"Pfungen","224","3","FDP","15","Wahlkreis XV, Winterthur-Land","388","8.09","-3.35","6","55","8.09","-3.35","11.44","11.44"
"Pfungen","224","4","GLP","15","Wahlkreis XV, Winterthur-Land","551","11.49","4.98","5","79","11.49","4.98","6.51","6.51"
"Pfungen","224","5","Grüne","15","Wahlkreis XV, Winterthur-Land","733","15.29","8.85","0","105","15.29","8.85","6.44","6.44"
"Pfungen","224","6","CVP","15","Wahlkreis XV, Winterthur-Land","136","2.84","-0.52","0","19","2.84","-0.52","3.35","3.35"
"Pfungen","224","7","EVP","15","Wahlkreis XV, Winterthur-Land","162","3.38","-0.68","0","23","3.38","-0.68","4.06","4.06"
"Pfungen","224","8","AL","15","Wahlkreis XV, Winterthur-Land","28","0.58","-0.83","0","4","0.58","-0.83","1.41","1.41"
"Pfungen","224","9","BDP","15","Wahlkreis XV, Winterthur-Land","120","2.5","-8.65","5","17","2.5","-8.65","11.15","11.15"
"Pfungen","224","10","EDU","15","Wahlkreis XV, Winterthur-Land","98","2.04","-0.34","0","14","2.04","-0.34","2.38","2.38"
"Pfäffikon","177","1","SVP","13","Wahlkreis XIII, Pfäffikon","5391","26.32","-4","208","770","26.32","-4","30.33","30.33"
"Pfäffikon","177","2","SP","13","Wahlkreis XIII, Pfäffikon","2915","14.23","-1.87","26","416","14.23","-1.87","16.11","16.11"
"Pfäffikon","177","3","FDP","13","Wahlkreis XIII, Pfäffikon","2790","13.62","-1.62","47","399","13.62","-1.62","15.24","15.24"
"Pfäffikon","177","4","GLP","13","Wahlkreis XIII, Pfäffikon","2106","10.28","3.34","12","301","10.28","3.34","6.94","6.94"
"Pfäffikon","177","5","Grüne","13","Wahlkreis XIII, Pfäffikon","2360","11.52","4.18","18","337","11.52","4.18","7.35","7.35"
"Pfäffikon","177","6","CVP","13","Wahlkreis XIII, Pfäffikon","473","2.31","-0.51","1","68","2.31","-0.51","2.82","2.82"
"Pfäffikon","177","7","EVP","13","Wahlkreis XIII, Pfäffikon","3240","15.82","2.48","60","463","15.82","2.48","13.33","13.33"
"Pfäffikon","177","8","AL","13","Wahlkreis XIII, Pfäffikon","252","1.23","0.31","1","36","1.23","0.31","0.92","0.92"
"Pfäffikon","177","9","BDP","13","Wahlkreis XIII, Pfäffikon","248","1.21","-1.46","1","35","1.21","-1.46","2.67","2.67"
"Pfäffikon","177","10","EDU","13","Wahlkreis XIII, Pfäffikon","707","3.45","-0.3","5","101","3.45","-0.3","3.75","3.75"
"Rafz","67","1","SVP","17","Wahlkreis XVII, Bülach","5403","30.29","-7.43","98","300","30.29","-7.43","37.72","37.72"
"Rafz","67","2","SP","17","Wahlkreis XVII, Bülach","3857","21.62","1.65","49","214","21.62","1.65","19.98","19.98"
"Rafz","67","3","FDP","17","Wahlkreis XVII, Bülach","2154","12.08","-1.64","100","120","12.08","-1.64","13.72","13.72"
"Rafz","67","4","GLP","17","Wahlkreis XVII, Bülach","1821","10.21","4.19","12","101","10.21","4.19","6.02","6.02"
"Rafz","67","5","Grüne","17","Wahlkreis XVII, Bülach","1551","8.69","5.3","8","86","8.69","5.3","3.4","3.4"
"Rafz","67","6","CVP","17","Wahlkreis XVII, Bülach","305","1.71","-0.73","2","17","1.71","-0.73","2.44","2.44"
"Rafz","67","7","EVP","17","Wahlkreis XVII, Bülach","606","3.4","-1.29","6","34","3.4","-1.29","4.69","4.69"
"Rafz","67","8","AL","17","Wahlkreis XVII, Bülach","166","0.93","0.23","16","9","0.93","0.23","0.7","0.7"
"Rafz","67","9","BDP","17","Wahlkreis XVII, Bülach","502","2.81","-0.67","15","28","2.81","-0.67","3.48","3.48"
"Rafz","67","10","EDU","17","Wahlkreis XVII, Bülach","1473","8.26","1.46","15","82","8.26","1.46","6.79","6.79"
"Regensberg","95","1","SVP","18","Wahlkreis XVIII, Dielsdorf","425","26.46","-8.59","0","39","26.46","-8.59","35.06","35.06"
"Regensberg","95","2","SP","18","Wahlkreis XVIII, Dielsdorf","236","14.69","3.06","0","21","14.69","3.06","11.64","11.64"
"Regensberg","95","3","FDP","18","Wahlkreis XVIII, Dielsdorf","259","16.13","2.63","8","24","16.13","2.63","13.5","13.5"
"Regensberg","95","4","GLP","18","Wahlkreis XVIII, Dielsdorf","276","17.19","7.54","3","25","17.19","7.54","9.64","9.64"
"Regensberg","95","5","Grüne","18","Wahlkreis XVIII, Dielsdorf","218","13.57","2.28","1","20","13.57","2.28","11.29","11.29"
"Regensberg","95","6","CVP","18","Wahlkreis XVIII, Dielsdorf","52","3.24","0","0","5","3.24","0","3.24","3.24"
"Regensberg","95","7","EVP","18","Wahlkreis XVIII, Dielsdorf","25","1.56","-1.2","0","2","1.56","-1.2","2.75","2.75"
"Regensberg","95","8","AL","18","Wahlkreis XVIII, Dielsdorf","6","0.37","0.24","0","1","0.37","0.24","0.14","0.14"
"Regensberg","95","9","BDP","18","Wahlkreis XVIII, Dielsdorf","2","0.12","-0.98","0","0","0.12","-0.98","1.1","1.1"
"Regensberg","95","10","EDU","18","Wahlkreis XVIII, Dielsdorf","107","6.66","-2.64","0","10","6.66","-2.64","9.3","9.3"
"Regensdorf","96","1","SVP","18","Wahlkreis XVIII, Dielsdorf","10708","41.41","-7.88","322","973","41.41","-7.88","49.29","49.29"
"Regensdorf","96","2","SP","18","Wahlkreis XVIII, Dielsdorf","3756","14.52","-1.96","40","341","14.52","-1.96","16.48","16.48"
"Regensdorf","96","3","FDP","18","Wahlkreis XVIII, Dielsdorf","2847","11.01","-1.05","70","259","11.01","-1.05","12.06","12.06"
"Regensdorf","96","4","GLP","18","Wahlkreis XVIII, Dielsdorf","3143","12.15","6.24","31","286","12.15","6.24","5.91","5.91"
"Regensdorf","96","5","Grüne","18","Wahlkreis XVIII, Dielsdorf","1792","6.93","2.85","10","163","6.93","2.85","4.08","4.08"
"Regensdorf","96","6","CVP","18","Wahlkreis XVIII, Dielsdorf","1609","6.22","1.25","50","146","6.22","1.25","4.98","4.98"
"Regensdorf","96","7","EVP","18","Wahlkreis XVIII, Dielsdorf","660","2.55","0.49","7","60","2.55","0.49","2.06","2.06"
"Regensdorf","96","8","AL","18","Wahlkreis XVIII, Dielsdorf","413","1.6","0.92","4","38","1.6","0.92","0.68","0.68"
"Regensdorf","96","9","BDP","18","Wahlkreis XVIII, Dielsdorf","403","1.56","-0.28","14","37","1.56","-0.28","1.84","1.84"
"Regensdorf","96","10","EDU","18","Wahlkreis XVIII, Dielsdorf","530","2.05","0.35","4","48","2.05","0.35","1.7","1.7"
"Rheinau","38","1","SVP","16","Wahlkreis XVI, Andelfingen","366","27.31","-0.12","2","92","27.31","-0.12","27.43","27.43"
"Rheinau","38","2","SP","16","Wahlkreis XVI, Andelfingen","301","22.46","-4.23","3","75","22.46","-4.23","26.7","26.7"
"Rheinau","38","3","FDP","16","Wahlkreis XVI, Andelfingen","139","10.37","1.97","3","35","10.37","1.97","8.41","8.41"
"Rheinau","38","4","GLP","16","Wahlkreis XVI, Andelfingen","213","15.9","9.55","3","53","15.9","9.55","6.34","6.34"
"Rheinau","38","5","Grüne","16","Wahlkreis XVI, Andelfingen","134","10","-2.39","0","34","10","-2.39","12.39","12.39"
"Rheinau","38","6","CVP","16","Wahlkreis XVI, Andelfingen","81","6.04","-3.76","5","20","6.04","-3.76","9.81","9.81"
"Rheinau","38","7","EVP","16","Wahlkreis XVI, Andelfingen","17","1.27","0.75","0","4","1.27","0.75","0.52","0.52"
"Rheinau","38","8","AL","16","Wahlkreis XVI, Andelfingen","24","1.79","0.02","0","6","1.79","0.02","1.77","1.77"
"Rheinau","38","9","BDP","16","Wahlkreis XVI, Andelfingen","56","4.18","-0.02","0","14","4.18","-0.02","4.2","4.2"
"Rheinau","38","10","EDU","16","Wahlkreis XVI, Andelfingen","9","0.67","-1.76","0","2","0.67","-1.76","2.43","2.43"
"Richterswil","138","1","SVP","9","Wahlkreis IX, Horgen","10018","25.05","-8.11","185","668","25.05","-8.11","33.16","33.16"
"Richterswil","138","2","SP","9","Wahlkreis IX, Horgen","7487","18.72","-2.9","111","499","18.72","-2.9","21.62","21.62"
"Richterswil","138","3","FDP","9","Wahlkreis IX, Horgen","7134","17.84","1.92","85","476","17.84","1.92","15.92","15.92"
"Richterswil","138","4","GLP","9","Wahlkreis IX, Horgen","4637","11.6","4.73","59","309","11.6","4.73","6.87","6.87"
"Richterswil","138","5","Grüne","9","Wahlkreis IX, Horgen","4094","10.24","4.63","39","273","10.24","4.63","5.61","5.61"
"Richterswil","138","6","CVP","9","Wahlkreis IX, Horgen","2850","7.13","-0.07","55","190","7.13","-0.07","7.19","7.19"
"Richterswil","138","7","EVP","9","Wahlkreis IX, Horgen","1791","4.48","0.68","20","119","4.48","0.68","3.8","3.8"
"Richterswil","138","8","AL","9","Wahlkreis IX, Horgen","520","1.3","0.41","9","35","1.3","0.41","0.89","0.89"
"Richterswil","138","9","BDP","9","Wahlkreis IX, Horgen","614","1.54","-1.15","1","41","1.54","-1.15","2.68","2.68"
"Richterswil","138","10","EDU","9","Wahlkreis IX, Horgen","845","2.11","0.26","32","56","2.11","0.26","1.85","1.85"
"Rickenbach","225","1","SVP","15","Wahlkreis XV, Winterthur-Land","1612","37.57","-6.88","42","230","37.57","-6.88","44.45","44.45"
"Rickenbach","225","2","SP","15","Wahlkreis XV, Winterthur-Land","460","10.72","1.21","0","66","10.72","1.21","9.51","9.51"
"Rickenbach","225","3","FDP","15","Wahlkreis XV, Winterthur-Land","529","12.33","0.85","5","76","12.33","0.85","11.48","11.48"
"Rickenbach","225","4","GLP","15","Wahlkreis XV, Winterthur-Land","533","12.42","4.55","0","76","12.42","4.55","7.87","7.87"
"Rickenbach","225","5","Grüne","15","Wahlkreis XV, Winterthur-Land","551","12.84","5.51","4","79","12.84","5.51","7.33","7.33"
"Rickenbach","225","6","CVP","15","Wahlkreis XV, Winterthur-Land","132","3.08","-0.58","2","19","3.08","-0.58","3.65","3.65"
"Rickenbach","225","7","EVP","15","Wahlkreis XV, Winterthur-Land","340","7.92","1.65","2","49","7.92","1.65","6.28","6.28"
"Rickenbach","225","8","AL","15","Wahlkreis XV, Winterthur-Land","25","0.58","-1.83","0","4","0.58","-1.83","2.41","2.41"
"Rickenbach","225","9","BDP","15","Wahlkreis XV, Winterthur-Land","64","1.49","-3.75","0","9","1.49","-3.75","5.25","5.25"
"Rickenbach","225","10","EDU","15","Wahlkreis XV, Winterthur-Land","45","1.05","-0.47","2","6","1.05","-0.47","1.52","1.52"
"Rifferswil","12","1","SVP","8","Wahlkreis VIII, Affoltern","482","24.2","-5.02","2","80","24.2","-5.02","29.22","29.22"
"Rifferswil","12","2","SP","8","Wahlkreis VIII, Affoltern","289","14.51","-0.87","0","48","14.51","-0.87","15.38","15.38"
"Rifferswil","12","3","FDP","8","Wahlkreis VIII, Affoltern","120","6.02","-1.96","2","20","6.02","-1.96","7.99","7.99"
"Rifferswil","12","4","GLP","8","Wahlkreis VIII, Affoltern","200","10.04","0.96","3","33","10.04","0.96","9.08","9.08"
"Rifferswil","12","5","Grüne","8","Wahlkreis VIII, Affoltern","316","15.86","6.09","0","53","15.86","6.09","9.77","9.77"
"Rifferswil","12","6","CVP","8","Wahlkreis VIII, Affoltern","21","1.05","0.11","0","4","1.05","0.11","0.94","0.94"
"Rifferswil","12","7","EVP","8","Wahlkreis VIII, Affoltern","403","20.23","-0.3","4","67","20.23","-0.3","20.54","20.54"
"Rifferswil","12","8","AL","8","Wahlkreis VIII, Affoltern","74","3.71","-0.35","0","12","3.71","-0.35","4.07","4.07"
"Rifferswil","12","9","BDP","8","Wahlkreis VIII, Affoltern","7","0.35","0.35","0","1","0.35","0.35","",""
"Rifferswil","12","10","EDU","8","Wahlkreis VIII, Affoltern","80","4.02","1.59","0","13","4.02","1.59","2.43","2.43"
"Rorbas","68","1","SVP","17","Wahlkreis XVII, Bülach","2616","34.52","-1.51","134","145","34.52","-1.51","36.03","36.03"
"Rorbas","68","2","SP","17","Wahlkreis XVII, Bülach","1588","20.96","-3.25","28","88","20.96","-3.25","24.2","24.2"
"Rorbas","68","3","FDP","17","Wahlkreis XVII, Bülach","731","9.65","-3.2","12","41","9.65","-3.2","12.85","12.85"
"Rorbas","68","4","GLP","17","Wahlkreis XVII, Bülach","815","10.75","6.27","0","45","10.75","6.27","4.49","4.49"
"Rorbas","68","5","Grüne","17","Wahlkreis XVII, Bülach","508","6.7","0.82","22","28","6.7","0.82","5.88","5.88"
"Rorbas","68","6","CVP","17","Wahlkreis XVII, Bülach","226","2.98","-0.49","4","13","2.98","-0.49","3.48","3.48"
"Rorbas","68","7","EVP","17","Wahlkreis XVII, Bülach","403","5.32","-1.52","0","22","5.32","-1.52","6.84","6.84"
"Rorbas","68","8","AL","17","Wahlkreis XVII, Bülach","368","4.86","2.27","14","20","4.86","2.27","2.58","2.58"
"Rorbas","68","9","BDP","17","Wahlkreis XVII, Bülach","66","0.87","0.21","0","4","0.87","0.21","0.66","0.66"
"Rorbas","68","10","EDU","17","Wahlkreis XVII, Bülach","257","3.39","0.79","1","14","3.39","0.79","2.6","2.6"
"Russikon","178","1","SVP","13","Wahlkreis XIII, Pfäffikon","2768","35.59","-5.38","42","395","35.59","-5.38","40.97","40.97"
"Russikon","178","2","SP","13","Wahlkreis XIII, Pfäffikon","729","9.37","-3.01","7","104","9.37","-3.01","12.39","12.39"
"Russikon","178","3","FDP","13","Wahlkreis XIII, Pfäffikon","1470","18.9","1.63","17","210","18.9","1.63","17.27","17.27"
"Russikon","178","4","GLP","13","Wahlkreis XIII, Pfäffikon","945","12.15","4.17","13","135","12.15","4.17","7.98","7.98"
"Russikon","178","5","Grüne","13","Wahlkreis XIII, Pfäffikon","708","9.1","5.23","10","101","9.1","5.23","3.88","3.88"
"Russikon","178","6","CVP","13","Wahlkreis XIII, Pfäffikon","148","1.9","0.02","0","21","1.9","0.02","1.88","1.88"
"Russikon","178","7","EVP","13","Wahlkreis XIII, Pfäffikon","536","6.89","0.13","6","77","6.89","0.13","6.77","6.77"
