"Gemeindenamen","BFS-Nr.","Listen-Nr.","Liste","Wahlkreis-Nr.","Wahlkreis","Stimmen","Stimmenanteil","+/- (Stimmenanteil)","Stimmenzusatz","Wähler","Wähleranteil","+/- (Wähleranteil)","Stimmenanteil 2015","Wähleranteil 2015"
"Buchs","83","8","AL","18","Wahlkreis XVIII, Dielsdorf","120","1.13","1.02","0","11","1.13","1.02","0.11","0.11"
"Buchs","83","9","BDP","18","Wahlkreis XVIII, Dielsdorf","288","2.7","0.05","4","26","2.7","0.05","2.65","2.65"
"Buchs","83","10","EDU","18","Wahlkreis XVIII, Dielsdorf","550","5.16","0.85","20","50","5.16","0.85","4.31","4.31"
"Bäretswil","111","1","SVP","11","Wahlkreis XI, Hinwil","4723","34.21","-8.23","56","429","34.21","-8.23","42.44","42.44"
"Bäretswil","111","2","SP","11","Wahlkreis XI, Hinwil","1088","7.88","-0.09","7","99","7.88","-0.09","7.97","7.97"
"Bäretswil","111","3","FDP","11","Wahlkreis XI, Hinwil","2282","16.53","1.13","147","207","16.53","1.13","15.4","15.4"
"Bäretswil","111","4","GLP","11","Wahlkreis XI, Hinwil","860","6.23","1.86","0","78","6.23","1.86","4.37","4.37"
"Bäretswil","111","5","Grüne","11","Wahlkreis XI, Hinwil","1397","10.12","5.12","19","127","10.12","5.12","5","5"
"Bäretswil","111","6","CVP","11","Wahlkreis XI, Hinwil","458","3.32","1.53","0","42","3.32","1.53","1.79","1.79"
"Bäretswil","111","7","EVP","11","Wahlkreis XI, Hinwil","1385","10.03","-1.84","24","126","10.03","-1.84","11.88","11.88"
"Bäretswil","111","8","AL","11","Wahlkreis XI, Hinwil","271","1.96","0.76","0","25","1.96","0.76","1.2","1.2"
"Bäretswil","111","9","BDP","11","Wahlkreis XI, Hinwil","292","2.12","-1.11","7","27","2.12","-1.11","3.23","3.23"
"Bäretswil","111","10","EDU","11","Wahlkreis XI, Hinwil","1049","7.6","0.88","4","95","7.6","0.88","6.71","6.71"
"Bülach","53","1","SVP","17","Wahlkreis XVII, Bülach","18422","28.98","-4.05","225","1023","28.98","-4.05","33.04","33.04"
"Bülach","53","2","SP","17","Wahlkreis XVII, Bülach","10627","16.72","-1.17","100","590","16.72","-1.17","17.89","17.89"
"Bülach","53","3","FDP","17","Wahlkreis XVII, Bülach","9182","14.45","-0.37","403","510","14.45","-0.37","14.81","14.81"
"Bülach","53","4","GLP","17","Wahlkreis XVII, Bülach","7039","11.07","5.43","94","391","11.07","5.43","5.64","5.64"
"Bülach","53","5","Grüne","17","Wahlkreis XVII, Bülach","7701","12.12","4.62","55","428","12.12","4.62","7.49","7.49"
"Bülach","53","6","CVP","17","Wahlkreis XVII, Bülach","1678","2.64","-0.68","28","93","2.64","-0.68","3.32","3.32"
"Bülach","53","7","EVP","17","Wahlkreis XVII, Bülach","4792","7.54","-0.1","19","266","7.54","-0.1","7.64","7.64"
"Bülach","53","8","AL","17","Wahlkreis XVII, Bülach","712","1.12","-0.8","7","40","1.12","-0.8","1.92","1.92"
"Bülach","53","9","BDP","17","Wahlkreis XVII, Bülach","699","1.1","-1.43","4","39","1.1","-1.43","2.52","2.52"
"Bülach","53","10","EDU","17","Wahlkreis XVII, Bülach","2706","4.26","-1.05","15","150","4.26","-1.05","5.31","5.31"
"Dachsen","25","1","SVP","16","Wahlkreis XVI, Andelfingen","524","28.48","0.18","5","131","28.48","0.18","28.3","28.3"
"Dachsen","25","2","SP","16","Wahlkreis XVI, Andelfingen","336","18.26","-6.16","1","84","18.26","-6.16","24.42","24.42"
"Dachsen","25","3","FDP","16","Wahlkreis XVI, Andelfingen","263","14.29","0.35","1","66","14.29","0.35","13.95","13.95"
"Dachsen","25","4","GLP","16","Wahlkreis XVI, Andelfingen","142","7.72","2.39","1","36","7.72","2.39","5.32","5.32"
"Dachsen","25","5","Grüne","16","Wahlkreis XVI, Andelfingen","325","17.66","6.09","3","81","17.66","6.09","11.57","11.57"
"Dachsen","25","6","CVP","16","Wahlkreis XVI, Andelfingen","67","3.64","-0.06","2","17","3.64","-0.06","3.7","3.7"
"Dachsen","25","7","EVP","16","Wahlkreis XVI, Andelfingen","48","2.61","-0.17","1","12","2.61","-0.17","2.78","2.78"
"Dachsen","25","8","AL","16","Wahlkreis XVI, Andelfingen","37","2.01","0.68","3","9","2.01","0.68","1.33","1.33"
"Dachsen","25","9","BDP","16","Wahlkreis XVI, Andelfingen","55","2.99","-3.2","0","14","2.99","-3.2","6.19","6.19"
"Dachsen","25","10","EDU","16","Wahlkreis XVI, Andelfingen","43","2.34","-0.09","0","11","2.34","-0.09","2.43","2.43"
"Dielsdorf","86","1","SVP","18","Wahlkreis XVIII, Dielsdorf","3544","36.28","-2.99","45","322","36.28","-2.99","39.27","39.27"
"Dielsdorf","86","2","SP","18","Wahlkreis XVIII, Dielsdorf","1453","14.88","-2.61","8","132","14.88","-2.61","17.48","17.48"
"Dielsdorf","86","3","FDP","18","Wahlkreis XVIII, Dielsdorf","1247","12.77","-2.11","46","113","12.77","-2.11","14.87","14.87"
"Dielsdorf","86","4","GLP","18","Wahlkreis XVIII, Dielsdorf","848","8.68","3.8","26","77","8.68","3.8","4.88","4.88"
"Dielsdorf","86","5","Grüne","18","Wahlkreis XVIII, Dielsdorf","1184","12.12","6.28","13","108","12.12","6.28","5.84","5.84"
"Dielsdorf","86","6","CVP","18","Wahlkreis XVIII, Dielsdorf","285","2.92","-0.49","2","26","2.92","-0.49","3.41","3.41"
"Dielsdorf","86","7","EVP","18","Wahlkreis XVIII, Dielsdorf","451","4.62","0.24","1","41","4.62","0.24","4.37","4.37"
"Dielsdorf","86","8","AL","18","Wahlkreis XVIII, Dielsdorf","81","0.83","0.01","11","7","0.83","0.01","0.82","0.82"
"Dielsdorf","86","9","BDP","18","Wahlkreis XVIII, Dielsdorf","146","1.49","0.05","7","13","1.49","0.05","1.45","1.45"
"Dielsdorf","86","10","EDU","18","Wahlkreis XVIII, Dielsdorf","529","5.42","-0.93","0","48","5.42","-0.93","6.34","6.34"
"Dietikon","243","1","SVP","7","Wahlkreis VII, Dietikon","9064","28.93","-4.58","155","824","28.93","-4.58","33.51","33.51"
"Dietikon","243","2","SP","7","Wahlkreis VII, Dietikon","6888","21.99","2","134","626","21.99","2","19.98","19.98"
"Dietikon","243","3","FDP","7","Wahlkreis VII, Dietikon","3174","10.13","-3.25","74","289","10.13","-3.25","13.38","13.38"
"Dietikon","243","4","GLP","7","Wahlkreis VII, Dietikon","2867","9.15","4.66","23","261","9.15","4.66","4.49","4.49"
"Dietikon","243","5","Grüne","7","Wahlkreis VII, Dietikon","2553","8.15","2.88","17","232","8.15","2.88","5.27","5.27"
"Dietikon","243","6","CVP","7","Wahlkreis VII, Dietikon","3672","11.72","-0.78","109","334","11.72","-0.78","12.5","12.5"
"Dietikon","243","7","EVP","7","Wahlkreis VII, Dietikon","1516","4.84","0.02","4","138","4.84","0.02","4.82","4.82"
"Dietikon","243","8","AL","7","Wahlkreis VII, Dietikon","594","1.9","-0.49","0","54","1.9","-0.49","2.38","2.38"
"Dietikon","243","9","BDP","7","Wahlkreis VII, Dietikon","606","1.93","0.57","6","55","1.93","0.57","1.37","1.37"
"Dietikon","243","10","EDU","7","Wahlkreis VII, Dietikon","394","1.26","-0.16","24","36","1.26","-0.16","1.42","1.42"
"Dietlikon","54","1","SVP","17","Wahlkreis XVII, Bülach","5727","22.81","-7.27","91","318","22.81","-7.27","30.08","30.08"
"Dietlikon","54","2","SP","17","Wahlkreis XVII, Bülach","4530","18.04","-2.28","24","252","18.04","-2.28","20.32","20.32"
"Dietlikon","54","3","FDP","17","Wahlkreis XVII, Bülach","4325","17.22","0.55","219","240","17.22","0.55","16.68","16.68"
"Dietlikon","54","4","GLP","17","Wahlkreis XVII, Bülach","5224","20.8","6.41","150","290","20.8","6.41","14.39","14.39"
"Dietlikon","54","5","Grüne","17","Wahlkreis XVII, Bülach","1776","7.07","4.09","17","99","7.07","4.09","2.99","2.99"
"Dietlikon","54","6","CVP","17","Wahlkreis XVII, Bülach","750","2.99","-0.47","0","42","2.99","-0.47","3.45","3.45"
"Dietlikon","54","7","EVP","17","Wahlkreis XVII, Bülach","652","2.6","0.62","0","36","2.6","0.62","1.98","1.98"
"Dietlikon","54","8","AL","17","Wahlkreis XVII, Bülach","467","1.86","0.82","9","26","1.86","0.82","1.04","1.04"
"Dietlikon","54","9","BDP","17","Wahlkreis XVII, Bülach","803","3.2","-2.24","35","45","3.2","-2.24","5.43","5.43"
"Dietlikon","54","10","EDU","17","Wahlkreis XVII, Bülach","856","3.41","0.26","21","48","3.41","0.26","3.15","3.15"
"Dinhard","216","1","SVP","15","Wahlkreis XV, Winterthur-Land","1564","44.78","-9.77","20","223","44.78","-9.77","54.55","54.55"
"Dinhard","216","2","SP","15","Wahlkreis XV, Winterthur-Land","260","7.44","-1.68","0","37","7.44","-1.68","9.13","9.13"
"Dinhard","216","3","FDP","15","Wahlkreis XV, Winterthur-Land","381","10.91","2.8","11","54","10.91","2.8","8.11","8.11"
"Dinhard","216","4","GLP","15","Wahlkreis XV, Winterthur-Land","432","12.37","5.18","2","62","12.37","5.18","7.19","7.19"
"Dinhard","216","5","Grüne","15","Wahlkreis XV, Winterthur-Land","363","10.39","5.5","0","52","10.39","5.5","4.89","4.89"
"Dinhard","216","6","CVP","15","Wahlkreis XV, Winterthur-Land","115","3.29","1.56","1","16","3.29","1.56","1.73","1.73"
"Dinhard","216","7","EVP","15","Wahlkreis XV, Winterthur-Land","193","5.53","1.05","1","28","5.53","1.05","4.47","4.47"
"Dinhard","216","8","AL","15","Wahlkreis XV, Winterthur-Land","23","0.66","-0.33","0","3","0.66","-0.33","0.98","0.98"
"Dinhard","216","9","BDP","15","Wahlkreis XV, Winterthur-Land","62","1.77","-1.57","2","9","1.77","-1.57","3.34","3.34"
"Dinhard","216","10","EDU","15","Wahlkreis XV, Winterthur-Land","100","2.86","-1.58","0","14","2.86","-1.58","4.44","4.44"
"Dorf","26","1","SVP","16","Wahlkreis XVI, Andelfingen","269","37.15","-2.42","0","67","37.15","-2.42","39.57","39.57"
"Dorf","26","2","SP","16","Wahlkreis XVI, Andelfingen","78","10.77","-2.73","4","20","10.77","-2.73","13.5","13.5"
"Dorf","26","3","FDP","16","Wahlkreis XVI, Andelfingen","145","20.03","1.44","8","36","20.03","1.44","18.58","18.58"
"Dorf","26","4","GLP","16","Wahlkreis XVI, Andelfingen","47","6.49","3.28","1","12","6.49","3.28","3.21","3.21"
"Dorf","26","5","Grüne","16","Wahlkreis XVI, Andelfingen","41","5.66","0.58","0","10","5.66","0.58","5.08","5.08"
"Dorf","26","6","CVP","16","Wahlkreis XVI, Andelfingen","12","1.66","0.32","4","3","1.66","0.32","1.34","1.34"
"Dorf","26","7","EVP","16","Wahlkreis XVI, Andelfingen","44","6.08","3.27","1","11","6.08","3.27","2.81","2.81"
"Dorf","26","8","AL","16","Wahlkreis XVI, Andelfingen","5","0.69","0.69","0","1","0.69","0.69","0","0"
"Dorf","26","9","BDP","16","Wahlkreis XVI, Andelfingen","24","3.31","1.18","0","6","3.31","1.18","2.14","2.14"
"Dorf","26","10","EDU","16","Wahlkreis XVI, Andelfingen","59","8.15","-5.62","0","15","8.15","-5.62","13.77","13.77"
"Dägerlen","214","1","SVP","15","Wahlkreis XV, Winterthur-Land","862","34.21","-9.81","12","123","34.21","-9.81","44.02","44.02"
"Dägerlen","214","2","SP","15","Wahlkreis XV, Winterthur-Land","294","11.67","-0.56","6","42","11.67","-0.56","12.23","12.23"
"Dägerlen","214","3","FDP","15","Wahlkreis XV, Winterthur-Land","168","6.67","1.87","2","24","6.67","1.87","4.8","4.8"
"Dägerlen","214","4","GLP","15","Wahlkreis XV, Winterthur-Land","428","16.98","4.81","5","61","16.98","4.81","12.18","12.18"
"Dägerlen","214","5","Grüne","15","Wahlkreis XV, Winterthur-Land","301","11.94","6.41","0","43","11.94","6.41","5.54","5.54"
"Dägerlen","214","6","CVP","15","Wahlkreis XV, Winterthur-Land","44","1.75","1.06","1","6","1.75","1.06","0.69","0.69"
"Dägerlen","214","7","EVP","15","Wahlkreis XV, Winterthur-Land","278","11.03","4.13","3","40","11.03","4.13","6.91","6.91"
"Dägerlen","214","8","AL","15","Wahlkreis XV, Winterthur-Land","16","0.63","-0.21","0","2","0.63","-0.21","0.84","0.84"
"Dägerlen","214","9","BDP","15","Wahlkreis XV, Winterthur-Land","46","1.83","-3.13","0","7","1.83","-3.13","4.96","4.96"
"Dägerlen","214","10","EDU","15","Wahlkreis XV, Winterthur-Land","83","3.29","-3.08","0","12","3.29","-3.08","6.38","6.38"
"Dällikon","84","1","SVP","18","Wahlkreis XVIII, Dielsdorf","3057","44.9","-3.42","66","278","44.9","-3.42","48.32","48.32"
"Dällikon","84","2","SP","18","Wahlkreis XVIII, Dielsdorf","611","8.97","-2.28","6","56","8.97","-2.28","11.26","11.26"
"Dällikon","84","3","FDP","18","Wahlkreis XVIII, Dielsdorf","895","13.14","1.67","17","81","13.14","1.67","11.48","11.48"
"Dällikon","84","4","GLP","18","Wahlkreis XVIII, Dielsdorf","1063","15.61","3.42","22","97","15.61","3.42","12.2","12.2"
"Dällikon","84","5","Grüne","18","Wahlkreis XVIII, Dielsdorf","409","6.01","0.61","11","37","6.01","0.61","5.4","5.4"
"Dällikon","84","6","CVP","18","Wahlkreis XVIII, Dielsdorf","241","3.54","-0.17","0","22","3.54","-0.17","3.71","3.71"
"Dällikon","84","7","EVP","18","Wahlkreis XVIII, Dielsdorf","165","2.42","0.11","2","15","2.42","0.11","2.31","2.31"
"Dällikon","84","8","AL","18","Wahlkreis XVIII, Dielsdorf","46","0.68","0.01","5","4","0.68","0.01","0.67","0.67"
"Dällikon","84","9","BDP","18","Wahlkreis XVIII, Dielsdorf","99","1.45","0.23","9","9","1.45","0.23","1.23","1.23"
"Dällikon","84","10","EDU","18","Wahlkreis XVIII, Dielsdorf","223","3.28","1.19","3","20","3.28","1.19","2.09","2.09"
"Dänikon","85","1","SVP","18","Wahlkreis XVIII, Dielsdorf","1639","41.5","-7.58","25","149","41.5","-7.58","49.08","49.08"
"Dänikon","85","2","SP","18","Wahlkreis XVIII, Dielsdorf","434","10.99","-3.62","0","39","10.99","-3.62","14.61","14.61"
"Dänikon","85","3","FDP","18","Wahlkreis XVIII, Dielsdorf","402","10.18","1.04","3","37","10.18","1.04","9.14","9.14"
"Dänikon","85","4","GLP","18","Wahlkreis XVIII, Dielsdorf","791","20.03","7.16","12","72","20.03","7.16","12.87","12.87"
"Dänikon","85","5","Grüne","18","Wahlkreis XVIII, Dielsdorf","270","6.84","3.41","3","25","6.84","3.41","3.42","3.42"
"Dänikon","85","6","CVP","18","Wahlkreis XVIII, Dielsdorf","147","3.72","0.32","2","13","3.72","0.32","3.4","3.4"
"Dänikon","85","7","EVP","18","Wahlkreis XVIII, Dielsdorf","49","1.24","-0.22","0","4","1.24","-0.22","1.46","1.46"
"Dänikon","85","8","AL","18","Wahlkreis XVIII, Dielsdorf","15","0.38","-0.63","0","1","0.38","-0.63","1.01","1.01"
"Dänikon","85","9","BDP","18","Wahlkreis XVIII, Dielsdorf","69","1.75","0.09","3","6","1.75","0.09","1.66","1.66"
"Dänikon","85","10","EDU","18","Wahlkreis XVIII, Dielsdorf","133","3.37","0.65","1","12","3.37","0.65","2.72","2.72"
"Dättlikon","215","1","SVP","15","Wahlkreis XV, Winterthur-Land","568","35.28","-2.44","4","81","35.28","-2.44","37.72","37.72"
"Dättlikon","215","2","SP","15","Wahlkreis XV, Winterthur-Land","200","12.42","-3.22","3","29","12.42","-3.22","15.65","15.65"
"Dättlikon","215","3","FDP","15","Wahlkreis XV, Winterthur-Land","248","15.4","3.53","0","35","15.4","3.53","11.87","11.87"
"Dättlikon","215","4","GLP","15","Wahlkreis XV, Winterthur-Land","203","12.61","5.74","2","29","12.61","5.74","6.86","6.86"
"Dättlikon","215","5","Grüne","15","Wahlkreis XV, Winterthur-Land","204","12.67","4.88","4","29","12.67","4.88","7.79","7.79"
"Dättlikon","215","6","CVP","15","Wahlkreis XV, Winterthur-Land","36","2.24","1.18","0","5","2.24","1.18","1.05","1.05"
"Dättlikon","215","7","EVP","15","Wahlkreis XV, Winterthur-Land","75","4.66","-0.1","0","11","4.66","-0.1","4.76","4.76"
"Dättlikon","215","8","AL","15","Wahlkreis XV, Winterthur-Land","36","2.24","1.49","0","5","2.24","1.49","0.74","0.74"
"Dättlikon","215","9","BDP","15","Wahlkreis XV, Winterthur-Land","15","0.93","-8.9","0","2","0.93","-8.9","9.83","9.83"
"Dättlikon","215","10","EDU","15","Wahlkreis XV, Winterthur-Land","25","1.55","0.07","0","4","1.55","0.07","1.48","1.48"
"Dübendorf","191","1","SVP","12","Wahlkreis XII, Uster","17884","28.05","-7.16","488","1118","28.05","-7.16","35.21","35.21"
"Dübendorf","191","2","SP","12","Wahlkreis XII, Uster","10493","16.46","0.7","113","656","16.46","0.7","15.76","15.76"
"Dübendorf","191","3","FDP","12","Wahlkreis XII, Uster","6829","10.71","-1.41","138","427","10.71","-1.41","12.13","12.13"
"Dübendorf","191","4","GLP","12","Wahlkreis XII, Uster","11011","17.27","6.13","78","688","17.27","6.13","11.14","11.14"
"Dübendorf","191","5","Grüne","12","Wahlkreis XII, Uster","5572","8.74","4.34","21","348","8.74","4.34","4.4","4.4"
"Dübendorf","191","6","CVP","12","Wahlkreis XII, Uster","3473","5.45","-0.22","19","217","5.45","-0.22","5.67","5.67"
"Dübendorf","191","7","EVP","12","Wahlkreis XII, Uster","2130","3.34","0.24","43","133","3.34","0.24","3.1","3.1"
"Dübendorf","191","8","AL","12","Wahlkreis XII, Uster","1048","1.64","0.65","11","66","1.64","0.65","1","1"
"Dübendorf","191","9","BDP","12","Wahlkreis XII, Uster","3835","6.01","-2.63","111","240","6.01","-2.63","8.65","8.65"
"Dübendorf","191","10","EDU","12","Wahlkreis XII, Uster","1485","2.33","0.3","21","93","2.33","0.3","2.03","2.03"
"Dürnten","113","1","SVP","11","Wahlkreis XI, Hinwil","5078","32.21","-2.95","77","462","32.21","-2.95","35.17","35.17"
"Dürnten","113","2","SP","11","Wahlkreis XI, Hinwil","1830","11.61","-2.11","7","166","11.61","-2.11","13.72","13.72"
"Dürnten","113","3","FDP","11","Wahlkreis XI, Hinwil","1986","12.6","-0.33","26","181","12.6","-0.33","12.93","12.93"
"Dürnten","113","4","GLP","11","Wahlkreis XI, Hinwil","1733","10.99","3.52","15","158","10.99","3.52","7.47","7.47"
"Dürnten","113","5","Grüne","11","Wahlkreis XI, Hinwil","1524","9.67","4.43","13","139","9.67","4.43","5.23","5.23"
"Dürnten","113","6","CVP","11","Wahlkreis XI, Hinwil","1458","9.25","1.29","56","133","9.25","1.29","7.96","7.96"
"Dürnten","113","7","EVP","11","Wahlkreis XI, Hinwil","696","4.42","0.27","2","63","4.42","0.27","4.14","4.14"
"Dürnten","113","8","AL","11","Wahlkreis XI, Hinwil","69","0.44","-0.54","0","6","0.44","-0.54","0.98","0.98"
"Dürnten","113","9","BDP","11","Wahlkreis XI, Hinwil","329","2.09","-1.87","8","30","2.09","-1.87","3.96","3.96"
"Dürnten","113","10","EDU","11","Wahlkreis XI, Hinwil","1060","6.72","-1.73","1","96","6.72","-1.73","8.45","8.45"
"Egg","192","1","SVP","12","Wahlkreis XII, Uster","9601","31.2","-8.03","268","600","31.2","-8.03","39.23","39.23"
"Egg","192","2","SP","12","Wahlkreis XII, Uster","4069","13.22","-1","72","254","13.22","-1","14.22","14.22"
"Egg","192","3","FDP","12","Wahlkreis XII, Uster","5684","18.47","-0.97","53","355","18.47","-0.97","19.45","19.45"
"Egg","192","4","GLP","12","Wahlkreis XII, Uster","3990","12.97","6.73","58","249","12.97","6.73","6.24","6.24"
"Egg","192","5","Grüne","12","Wahlkreis XII, Uster","3361","10.92","5.05","63","210","10.92","5.05","5.87","5.87"
"Egg","192","6","CVP","12","Wahlkreis XII, Uster","1285","4.18","0.39","21","80","4.18","0.39","3.78","3.78"
"Egg","192","7","EVP","12","Wahlkreis XII, Uster","1091","3.55","0.35","41","68","3.55","0.35","3.2","3.2"
"Egg","192","8","AL","12","Wahlkreis XII, Uster","522","1.7","1.17","6","33","1.7","1.17","0.53","0.53"
"Egg","192","9","BDP","12","Wahlkreis XII, Uster","728","2.37","-2.06","11","46","2.37","-2.06","4.42","4.42"
"Egg","192","10","EDU","12","Wahlkreis XII, Uster","437","1.42","-1.01","15","27","1.42","-1.01","2.43","2.43"
"Eglisau","55","1","SVP","17","Wahlkreis XVII, Bülach","5949","29.75","-2.18","116","331","29.75","-2.18","31.93","31.93"
"Eglisau","55","2","SP","17","Wahlkreis XVII, Bülach","3474","17.37","-1.27","22","193","17.37","-1.27","18.64","18.64"
"Eglisau","55","3","FDP","17","Wahlkreis XVII, Bülach","2520","12.6","-4.37","32","140","12.6","-4.37","16.97","16.97"
"Eglisau","55","4","GLP","17","Wahlkreis XVII, Bülach","3158","15.79","7.92","6","175","15.79","7.92","7.88","7.88"
"Eglisau","55","5","Grüne","17","Wahlkreis XVII, Bülach","2168","10.84","2.79","19","120","10.84","2.79","8.05","8.05"
"Eglisau","55","6","CVP","17","Wahlkreis XVII, Bülach","519","2.6","-0.24","1","29","2.6","-0.24","2.84","2.84"
"Eglisau","55","7","EVP","17","Wahlkreis XVII, Bülach","790","3.95","0.42","11","44","3.95","0.42","3.53","3.53"
"Eglisau","55","8","AL","17","Wahlkreis XVII, Bülach","245","1.23","0.3","0","14","1.23","0.3","0.93","0.93"
"Eglisau","55","9","BDP","17","Wahlkreis XVII, Bülach","265","1.33","-1.28","0","15","1.33","-1.28","2.61","2.61"
"Eglisau","55","10","EDU","17","Wahlkreis XVII, Bülach","910","4.55","-1.89","2","51","4.55","-1.89","6.44","6.44"
"Elgg","294","1","SVP","15","Wahlkreis XV, Winterthur-Land","3077","35.03","-3.48","113","440","35.03","-3.48","38.5","38.5"
"Elgg","294","2","SP","15","Wahlkreis XV, Winterthur-Land","1190","13.55","-2.23","14","170","13.55","-2.23","15.78","15.78"
"Elgg","294","3","FDP","15","Wahlkreis XV, Winterthur-Land","780","8.88","0.5","18","111","8.88","0.5","8.38","8.38"
"Elgg","294","4","GLP","15","Wahlkreis XV, Winterthur-Land","2027","23.07","5.11","23","290","23.07","5.11","17.97","17.97"
"Elgg","294","5","Grüne","15","Wahlkreis XV, Winterthur-Land","753","8.57","4.76","8","108","8.57","4.76","3.82","3.82"
"Elgg","294","6","CVP","15","Wahlkreis XV, Winterthur-Land","148","1.68","0.3","2","21","1.68","0.3","1.38","1.38"
"Elgg","294","7","EVP","15","Wahlkreis XV, Winterthur-Land","558","6.35","-0.38","8","80","6.35","-0.38","6.73","6.73"
"Elgg","294","8","AL","15","Wahlkreis XV, Winterthur-Land","14","0.16","-0.43","0","2","0.16","-0.43","0.59","0.59"
"Elgg","294","9","BDP","15","Wahlkreis XV, Winterthur-Land","48","0.55","-1.86","2","7","0.55","-1.86","2.41","2.41"
"Elgg","294","10","EDU","15","Wahlkreis XV, Winterthur-Land","190","2.16","-1.53","0","27","2.16","-1.53","3.69","3.69"
"Ellikon a.d.Thur","218","1","SVP","15","Wahlkreis XV, Winterthur-Land","580","43.15","-4.05","3","83","43.15","-4.05","47.2","47.2"
"Ellikon a.d.Thur","218","2","SP","15","Wahlkreis XV, Winterthur-Land","143","10.64","0.39","10","20","10.64","0.39","10.25","10.25"
"Ellikon a.d.Thur","218","3","FDP","15","Wahlkreis XV, Winterthur-Land","93","6.92","-0.15","0","13","6.92","-0.15","7.07","7.07"
"Ellikon a.d.Thur","218","4","GLP","15","Wahlkreis XV, Winterthur-Land","187","13.91","9.8","0","27","13.91","9.8","4.11","4.11"
"Ellikon a.d.Thur","218","5","Grüne","15","Wahlkreis XV, Winterthur-Land","141","10.49","6.53","3","20","10.49","6.53","3.96","3.96"
"Ellikon a.d.Thur","218","6","CVP","15","Wahlkreis XV, Winterthur-Land","39","2.9","2.13","0","6","2.9","2.13","0.78","0.78"
